Name,Country,Owner,Use,Purpose,OrbitClass,Perigee,Apogee,Period,Mass,LaunchDate,COSPAR,NORAD,Comments
BSAT-3B,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,33066,35725,1365.61,2060,10/28/10,2010-056B,37207,Broadcast 130W Ku-band transponders.
BSAT-3C/JCSat 110-R,Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Commercial,Communications,GEO,35784,35787,1436.04,2910,8/6/11,2011-041B,37776,Co-owned by two companies.
Bugsat-1 (Tita),Argentina,Satellogic S.A.,Commercial,Technology Development,LEO,570,617,96.55,25,6/19/14,2014-033E,40014,Technological demonstration of a platform of small satellite for Earth observation that the company plans to put into orbit to provide a commercial service at a global level. 
BulgariaSat-1,Bulgaria,Bulsatcom,Commercial,Communications,GEO,35774,35797,1436,3669,6/23/17,2017-038A,42801,Bulgaria's first communications satellite.
Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation),France/USA,Centre National d'Etudes Spatiales (CNES)/NASA,Government,Earth Science,LEO,702,703,98.8,587,4/28/06,2006-016B,29108,
Can-X2 (Canadian Advanced Nanospace experiment),Canada,University of Toronto Institute for Aerospace Studies,Civil,Technology Development,LEO,609,629,97.1,7,4/28/08,2008-021H,32790,Will downlink telemetry.
Can-X4,Canada,University of Toronto Institute for Aerospace Studies,Civil,Technology Development,LEO,642,659,98.26,15,6/30/14,2014-034C,40055,Demonstrate formation flying by a pair of nanosatellites
Can-X5,Canada,University of Toronto Institute for Aerospace Studies,Civil,Technology Development,LEO,643,656,97.72,15,6/30/14,2014-034D,40056,Demonstrate formation flying by a pair of nanosatellites
CanX-7,Canada,University of Toronto Institute for Aerospace Studies,Civil,Technology Development,LEO,661,701,98.3,15,9/26/16,2016-059F,41788,Technology development mission validating a deorbit drag sail.
CartoSat 1 (IRS P5),India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,618,619,97.1,1560,5/5/05,2005-017A,28649,"Remote sensing and mapping, land use, forest cover, river flow assessments."
"CartoSat 2 (IRS P7, CartoSat 2AT)",India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,632,635,97.4,680,1/10/07,2007-001B,29710,"Remote sensing and mapping; panchromatic images at one-meter resolution to be used for civil planning ""and other cartographic needs."""
CartoSat 2A,India,Indian Space Research Organization (ISRO),Military,Earth Observation,LEO,624,643,97.4,680,4/28/08,2008-021A,32783,Military version of CartoSat 2; dedicated satellite for the Indian armed forces.
CartoSat 2B,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,622,645,97.4,694,7/12/10,2010-035A,36795,"Resource mapping, urban planning, transportation studies, water monitoring, and crop inventories."
CartoSat 2C,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,501,519,94.8,727,6/22/16,2016-040A,41599,Lower orbit for military application.
CartoSat 2D,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,491,508,94.8,714,2/15/17,2017-008A,41948,"Resource mapping, urban planning, transportation studies, water monitoring, and crop inventories."
CartoSat 2E,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,334,347,91.34,712,6/22/17,2017-036C,42767,https://spaceflightnow.com/2017/06/23/40th-flight-of-indias-pslv-declared-a-success/
Cassiope (CAScade SmallSat and Ionospheric Polar Explorer),Canada,Canadian Space Agency,Government,Earth Science,LEO,325,1486,103.11,490,9/29/13,2013-055A,39265,"Study the effect of solar storms on radio communications, satellite navigation and other ground-based technologies."
CBERS 4 (China-Brazil Earth Resources Satellite 4),China/Brazil,China National Space Administration (China)/National Institute for Space Research (Brazil),Government,Earth Observation,LEO,738,748,99.67,1980,12/7/14,2014-079A,40336,Carrying a range of Earth observation sensors.
CBNT-1 (Carbonite 1),United Kingdom,Surrey Satellite Technologies Ltd. ,Commercial,Technology Development,LEO,636,658,97.66,91,7/10/15,2015-032D,40718,Demonstrate earth observation techniques.
CE-SAT-1 (Canon Electric Satellite 1),Japan,Canon Electronics ,Commercial,Technology Development,LEO,497,517,94.76,3,6/22/17,2017-036E,42769,Create a high-resolution Earth-imaging system by combining a Cassegrain telescope with a conventional Canon image sensor found in the firm’s EOS product line.
CELTEE-1 (CubeSat Enhanced Locator Transponder Evaluation Experiment-1),USA,Air Force Research Laboratory,Military,Technology Development,LEO,576,586,96.29,3,11/11/16,2016-067G,41854,
CFESat (Cibola Flight Experiment Satellite),USA,Los Alamos National Laboratory,Government,Technology Development,LEO,538,544,95.5,159,3/9/07,2007-006F,30777,"A number of experiments, including a prototype supercomputer designed to process data onboard rather than sending raw information directly to Earth."
Challenger (QB50-US01/QBUS-1),USA,"University of Colorado, Boulder",Civil,Space Science,LEO,398,408,92.6,4,5/26/17,1998-067MA,42721,Carries the ion-neutral mass spectrometer as a science instrument.
Chandra X-Ray Observatory (CXO),USA,National Aeronautics and Space Administration (NASA) Goddard Space Flight Center,Government,Space Science,Elliptical,9999,138825,3808.92,4742,7/23/99,1999-040B,25867,X-ray astronomy.
Chao Fenbianlu Duo Guangpu Chengxiang Weixing (Ultra-resolution multispectral imaging satellite),China,Shanghai Engineering Center for Microsatellites,Government,Earth Observation ,LEO,690,720,98.87,50,12/21/16,2016-081B,41899,Multispectral imaging.
ChinaSat 11 (Zhong Xing 11),China,China Satellite Communication Corp. (China Satcom),Commercial,Communications,GEO,35781,35793,1436.14,5100,5/1/13,2013-020A,39157,"19 Ku-band and 26 C-band transponders to provide commercial communications to China, East Asia, China Sea, South Asia, Indian Ocean, the Middle East, Africa and Australia."
Chinasat 16 (Shijian 13),China,China Satellite Communication Corp. (China Satcom),Government,Communications,GEO,35756,35816,1436.1,4600,4/12/17,2017-018A,42662,"First Chinese GEO satellite to use electric thrusters.  26 user beams covering China and offshore areas, and will service for distance learning, medicine, internet access, airborne and maritime communications and emergency communications."
ChinaSat 1C (Zhong Xing 1C),China,China Satellite Communication Corp. (China Satcom),Commercial,Communications,GEO,35778,35796,1436.12,5200,12/9/15,2015-073A,41103,
ChinaSat 2C (Zhong Xing 2C),China,China Satellite Communication Corp. (China Satcom),Commercial/Government,Communications,GEO,35787,35801,1436.1,5200,11/3/15,2015-063A,41021,
ChinaSat 6B (Zhong Xing 6B),China,China Satellite Communication Corp. (China Satcom),Commercial/Government,Communications,GEO,35777,35797,1436.1,4600,7/6/07,2007-031A,31800,38 C-band; voice and video services to Asia-Pacific and Oceania.
